pose_0,pose_1,pose_2,pose_3,pose_4,pose_5
-9.772248456515208e-10,1.1266499966491912,-9.943953040834662e-06,1.5707951831837865,1.1637673047459884e-09,1.57079702574429,9.80519883219293e-10,-1.126649996649086,-9.950022510265514e-06,1.5707974691240398,1.1690417522913776e-09,1.570795499039015
-2.361171605856071e-09,1.1266499839809456,-1.0098289020049113e-05,1.5707950518759568,2.80073741976139e-09,1.5707969621414897,2.3813731666125398e-09,-1.1266499839807163,-1.011070364032933e-05,1.5707976004124453,2.8273836605308134e-09,1.5707954359033867
-3.7375380321298755e-09,1.1266499617820522,-1.0254851429705789e-05,1.570794920574957,4.428733380024141e-09,1.5707968986068792,3.788334678661318e-09,-1.1266499617816805,-1.0273612033846031e-05,1.5707977316940576,4.492962446533966e-09,1.5707953728355273
-5.104058974363993e-09,1.1266499300789392,-1.0415692422949897e-05,1.5707947893233316,6.045069778082279e-09,1.5707968345781769,5.1987202515710394e-09,-1.126649930078414,-1.0440801250871683e-05,1.5707978629264923,6.162614862859073e-09,1.5707953089995916
-6.461771707667499e-09,1.1266498888988017,-1.0583107563973455e-05,1.5707946580951622,7.650958977478695e-09,1.5707967686269297,6.6118841635420735e-09,-1.1266498888981176,-1.0614567661798307e-05,1.5707979941356705,7.835602389150154e-09,1.5707952423609157
-7.81225756776334e-09,1.1266498383144765,-1.0759218853651562e-05,1.5707945269003394,9.248214638546415e-09,1.5707966956307535,8.022943167052084e-09,-1.1266498383136379,-1.0797030906760477e-05,1.5707981253117496,9.506218034971425e-09,1.5707951669270388
-9.160610582182713e-09,1.1266497783748508,-1.094622829146236e-05,1.570794395745221,1.0842793329857159e-08,1.5707966093272976,9.227585765658141e-09,-1.126649778373874,-1.099039156092388e-05,1.570798256448455,1.0285414298039086e-08,1.5707961349797692
-9.145741301360634e-09,1.12664970900257,-1.114662098019024e-05,1.57079426457498,9.55309076289268e-09,1.5707959596644372,1.1794040116696233e-08,-1.126649708994354,-1.1196906693784249e-05,1.5707983874974236,1.395653459468349e-08,1.5707962608547428
-9.40288674404222e-09,1.1266496303367874,-1.1362235486049933e-05,1.5707941334797455,9.043723991908337e-09,1.5707958504602413,1.4295165978679744e-08,-1.1266496303236189,-1.1418771927863721e-05,1.5707985185247855,1.7800624974029233e-08,1.57079585137663
-9.001197058480719e-09,1.126649542345986,-1.159541367677858e-05,1.5707940024282132,7.27277704726248e-09,1.570795709135317,1.7382355954321023e-08,-1.1266495423259195,-1.1658179813460756e-05,1.5707986494941668,2.2608588778894045e-08,1.5707957101898256
-7.676629116836319e-09,1.1266494450522269,-1.1848332404643608e-05,1.5707938714239023,3.731237541160226e-09,1.5707955279482597,2.1383557123290624e-08,-1.1266494450226565,-1.1917311061112445e-05,1.5707987804012438,2.9174800797449052e-08,1.570795529124993
-5.102865040430061e-09,1.1266493384766871,-1.2123162293538831e-05,1.5707937404698158,-2.2097381702224084e-09,1.5707952983370195,2.6624866836341663e-08,-1.1266493384344913,-1.2198336564476757e-05,1.5707989112410827,3.812774007627695e-08,1.5707952996095722
-8.85178029653805e-10,1.1266492226394555,-1.2422067917421094e-05,1.5707936095683495,-1.1310626657490275e-08,1.570796101736903,3.350075451790686e-08,-1.1266492225808975,-1.250342287883416e-05,1.5707990420096536,5.022743909677274e-08,1.5707961015038912
5.752789566692455e-09,1.1266490975592875,-1.2747208009920796e-05,1.5707934787211808,-2.483607808301258e-08,1.570796308259255,4.2480129831827884e-08,-1.1266490974799626,-1.283473138946826e-05,1.5707991727036685,6.637717220314698e-08,1.570796101155664
1.4438709015961889e-08,1.1266489632533012,-1.3100735744805619e-05,1.5707933479290779,-4.276111909007341e-08,1.5707961010141807,5.4112161905700636e-08,-1.1266489631480894,-1.3194418565997378e-05,1.570799303320723,8.76346639699932e-08,1.570796100731358
2.5981339229591386e-08,1.126648819617346,-1.3484863332644842e-05,1.570793217197992,-6.595585766433487e-08,1.5707961005574136,6.828752415235806e-08,-1.126648819480255,-1.358471675909047e-05,1.570799433852978,1.1379209841066995e-07,1.5707961002489146
4.1348632750236474e-08,1.1266486667718618,-1.3901663297297262e-05,1.5707930865237576,-9.651103383134796e-08,1.5707961000055475,8.627775551105927e-08,-1.1266486665961617,-1.4007687987946386e-05,1.5707995643032786,1.4729612995978414e-07,1.5707960996707193
6.24167595511944e-08,1.1266485048557868,-1.4353219015908375e-05,1.5707929558919496,-1.3803425957803483e-07,1.570796099308037,1.0995542881857166e-07,-1.1266485046340458,-1.4465402717620473e-05,1.5707996946849572,1.917492884473404e-07,1.570796098946011
8.799512313266363e-08,1.1266483336306852,-1.4841766770523901e-05,1.5707928253257404,-1.8824291903030144e-07,1.5707960985268015,1.3813724064690192e-07,-1.1266483333542463,-1.4960139509982262e-05,1.5707998249723505,2.448793998688359e-07,1.5707960981371194
1.20104877164609e-07,1.1266481532197494,-1.5369384294516444e-05,1.5707926948058757,-2.510241534636748e-07,1.570796097609854,1.7284107810474354e-07,-1.1266481528791665,-1.5493964575691966e-05,1.5707999551836689,3.105691002147637e-07,1.5707960971918373
1.5986684706420702e-07,1.1266479636241638,-1.5938194041016005e-05,1.5707925643265455,-3.2853635545393445e-07,1.5707960965421073,2.151881378386467e-07,-1.1266479632089963,-1.606900760685166e-05,1.5708000853232136,3.909774921595499e-07,1.5707960960950658
2.085165080847787e-07,1.126647764838686,-1.6550317245281002e-05,1.5707924338786243,-4.231589221248555e-07,1.5707960953077729,2.664144420598681e-07,-1.1266477643374635,-1.6687397774857528e-05,1.5708002153986271,4.884849862385465e-07,1.5707960948310085
