pose_0,pose_1,pose_2,pose_3,pose_4,pose_5
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09151049006339995,0.2473418856577289,1.9180000000000001,0.09151049006339995,0.2473418856577289,1.9180000000000001
0.3762984793047599,0.18156913454393947,1.5250000000000001,0.3762984793047599,0.18156913454393947,1.5250000000000001
0.09103337593376805,0.24605230335502962,1.9080000000000001,0.09103337593376805,0.24605230335502962,1.9080000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.0907471074559889,0.24737001487737195,1.9020000000000001,0.0907471074559889,0.24737001487737195,1.9020000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09127193299858398,0.24880065113586355,1.913,0.09127193299858398,0.24880065113586355,1.913
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.3762984793047599,0.18156913454393947,1.5250000000000001,0.3762984793047599,0.18156913454393947,1.5250000000000001
0.09127193299858398,0.24669709450637925,1.913,0.09127193299858398,0.24669709450637925,1.913
0.3762984793047599,0.18156913454393947,1.5250000000000001,0.3762984793047599,0.18156913454393947,1.5250000000000001
0.09127193299858398,0.24880065113586355,1.913,0.09127193299858398,0.24880065113586355,1.913
0.37802575101304403,0.18240256663692803,1.532,0.37802575101304403,0.18240256663692803,1.532
0.0907471074559889,0.24737001487737195,1.9020000000000001,0.0907471074559889,0.24737001487737195,1.9020000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09127193299858398,0.24669709450637925,1.913,0.09127193299858398,0.24669709450637925,1.913
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09127193299858398,0.24669709450637925,1.913,0.09127193299858398,0.24669709450637925,1.913
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.3762984793047599,0.18156913454393947,1.5250000000000001,0.3762984793047599,0.18156913454393947,1.5250000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.3762984793047599,0.18156913454393947,1.5250000000000001,0.3762984793047599,0.18156913454393947,1.5250000000000001
0.09127193299858398,0.24669709450637925,1.913,0.09127193299858398,0.24669709450637925,1.913
0.3762984793047599,0.18156913454393947,1.5250000000000001,0.3762984793047599,0.18156913454393947,1.5250000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09127193299858398,0.24880065113586355,1.913,0.09127193299858398,0.24880065113586355,1.913
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
0.37728549170949366,0.18204538145421864,1.5290000000000001,0.37728549170949366,0.18204538145421864,1.5290000000000001
0.09103337593376805,0.2481503619274583,1.9080000000000001,0.09103337593376805,0.2481503619274583,1.9080000000000001
